ID	Name	Prediction	Completeness	VagueReactions	KeyReactions	KeyReactionsFound	ReactionsFound
|PWY-5698|	allantoin degradation to ureidoglycolate II (ammonia producing)	false	0	0	0	0	
|PWY-5701|	shikonin biosynthesis	false	0	5	0	0	
|PWY-5703|	urea degradation I	false	50	0	0	0	UREA-CARBOXYLASE-RXN 
|PWY-5704|	urea degradation II	false	0	0	0	0	
|PWY-5706|	alliin metabolism	false	0	6	0	0	
|PWY-5707|	propanethial S-oxide biosynthesis	false	0	6	0	0	
|PWY-5708|	ethiin metabolism	false	0	3	0	0	
|PWY-5710|	capsaicin biosynthesis	false	16	2	0	0	RXN-8926 
|PWY-5723|	Rubisco shunt	false	60	0	1	0	2TRANSKETO-RXN 1TRANSKETO-RXN RIB5PISOM-RXN RIBULP3EPIM-RXN PEPDEPHOS-RXN 2PGADEHYDRAT-RXN 
|PWY-5725|	farnesene biosynthesis	false	0	2	0	0	
|PWY-5726|	deethylsimazine degradation	false	0	2	0	0	
|PWY-5727|	atrazine degradation II	false	0	2	0	0	
|PWY-5729|	vestitol and sativan biosynthesis	false	0	2	0	0	
|PWY-5731|	atrazine degradation III	false	0	1	0	0	
|PWY-5733|	germacrene biosynthesis	false	0	2	0	0	
|PWY-5736|	isopropylamine degradation	false	0	5	0	0	
|PWY-5737|	(5R)-carbapenem carboxylate biosynthesis	false	16	2	1	0	RXN-14903 
|PWY-5738|	GDP-6-deoxy-D-talose biosynthesis	false	0	0	1	0	
|PWY-5739|	GDP-D-perosamine biosynthesis	false	0	0	1	0	
|PWY-5740|	GDP-L-colitose biosynthesis	false	0	0	0	0	
|PWY-5741|	ethylmalonyl-CoA pathway	false	25	0	1	0	ACETYL-COA-ACETYLTRANSFER-RXN ACETYL-COA-ACETYLTRANSFER-RXN MALATE--COA-LIGASE-RXN 
|PWY-5742|	L-arginine degradation IX (arginine:pyruvate transaminase pathway)	false	50	0	0	0	1.2.1.54-RXN RXN-8956 
|PWY-5743|	3-hydroxypropanoate cycle	false	38	0	0	0	METHYLMALONYL-COA-MUT-RXN RXN-6383 RXN-9087 RXN0-5055 BIOTIN-CARBOXYL-RXN 
|PWY-5744|	glyoxylate assimilation	false	38	0	0	0	RXN-8965 RXN-6383 RXN-9087 RXN0-5055 BIOTIN-CARBOXYL-RXN 
|PWY-5747|	2-methylcitrate cycle II	true	66	0	1	1	PROPIONATE--COA-LIGASE-RXN METHYLISOCITRATE-LYASE-RXN 4.2.1.99-RXN RXN-8979 
|PWY-5748|	&gamma;-coniciene and coniine biosynthesis	false	0	7	0	0	
|PWY-5749|	itaconate degradation	false	20	0	1	0	RXN-8988 
|PWY-5750|	itaconate biosynthesis I	false	0	1	1	0	
|PWY-5751|	phenylethanol biosynthesis	false	20	0	0	0	RXN-7700 
|PWY-5752|	piperine biosynthesis	false	0	1	0	0	
|PWY-5754|	4-hydroxybenzoate biosynthesis I (eukaryotes)	false	28	1	0	0	HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN 
|PWY-5755|	4-hydroxybenzoate biosynthesis II (bacteria)	false	0	0	0	0	
|PWY-5756|	saponin biosynthesis II	false	0	7	0	0	
|PWY-5757|	fosfomycin biosynthesis	false	28	2	1	0	
|PWY-5759|	saponin biosynthesis III	false	0	4	0	0	
|PWY-5760|	&beta;-alanine biosynthesis IV	false	0	1	0	0	
|PWY-5765|	1,3,5-trimethoxybenzene biosynthesis	false	0	3	0	0	
|PWY-5766|	L-glutamate degradation X	false	0	0	0	0	
|PWY-5768|	pyruvate fermentation to acetate VIII	false	50	0	0	0	RXN0-3962 
|PWY-5770|	phenazine-1-carboxylate biosynthesis	false	0	4	1	0	
|PWY-5773|	gossypol biosynthesis	false	0	7	0	0	
|PWY-5774|	saponin biosynthesis IV	false	0	9	0	0	
|PWY-5775|	rotenoid biosynthesis I	false	0	6	0	0	
|PWY-5776|	2-hydroxyphenazine biosynthesis	false	0	1	0	0	
|PWY-5780|	hypericin biosynthesis	false	0	3	0	0	
|PWY-5782|	2-keto-L-gulonate biosynthesis	false	33	0	0	0	RXN-8782 
|PWY-5783|	octaprenyl diphosphate biosynthesis	true	100	0	0	0	RXN-8992 
|PWY-5784|	indole-3-acetate inactivation VIII	false	0	7	0	0	
|PWY-5785|	di-trans,poly-cis-undecaprenyl phosphate biosynthesis	true	100	0	0	0	RXN-8999 UNDECAPRENYL-DIPHOSPHATASE-RXN 
|PWY-5787|	oligomeric urushiol biosynthesis	false	0	2	0	0	
|PWY-5788|	indole-3-acetate inactivation V	false	0	4	0	0	
|PWY-5789|	3-hydroxypropanoate/4-hydroxybutanate cycle	false	63	0	0	0	METHYLMALONYL-COA-MUT-RXN RXN-6383 RXN-9087 ACETYL-COA-ACETYLTRANSFER-RXN ACETYL-COA-ACETYLTRANSFER-RXN RXN-8891 RXN-9092 RXN-11662 RXN-11667 RXN-11002 BIOTIN-CARBOXYL-RXN RXN0-5055 
|PWY-5793|	maysin biosynthesis	false	0	2	0	0	
|PWY-5794|	malonate degradation I (biotin-independent)	false	0	0	0	0	
|PWY-5795|	juglone biosynthesis	false	0	2	0	0	
|PWY-5796|	malonate decarboxylase activation	false	0	0	1	0	
|PWY-5797|	indole-3-acetate inactivation VI	false	0	4	0	0	
|PWY-5800|	xylan biosynthesis	false	0	3	0	0	
|PWY-5801|	lawsone biosynthesis	false	0	1	0	0	
|PWY-5802|	alizarin biosynthesis	false	0	1	0	0	
|PWY-5805|	nonaprenyl diphosphate biosynthesis I	true	100	0	0	0	TRANS-OCTAPRENYLTRANSTRANSFERASE-RXN 
|PWY-5806|	all-trans-decaprenyl diphosphate biosynthesis	true	100	0	0	0	RXN-9106 
|PWY-5807|	heptaprenyl diphosphate biosynthesis	false	0	0	0	0	
|PWY-5808|	hyperforin and adhyperforin biosynthesis	false	0	6	0	0	
|PWY-5811|	indole-3-acetate inactivation VII	false	0	5	0	0	
|PWY-5813|	bornyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5815|	rubber biosynthesis	false	0	2	0	0	
|PWY-5816|	all trans undecaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5817|	dodecaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5818|	validamycin biosynthesis	false	0	5	0	0	
|PWY-581|	indole-3-acetate biosynthesis II	false	9	5	0	0	RXNN-404 
|PWY-5821|	dalcochinin biosynthesis	false	0	2	0	0	
|PWY-5822|	trichloroethene degradation	false	0	7	0	0	
|PWY-5825|	dalpatein and dalnigrein biosynthesis	false	0	4	0	0	
|PWY-5826|	hypoglycin biosynthesis	false	8	10	0	0	RXN-9157 
|PWY-5827|	heliocides biosynthesis	false	0	10	0	0	
|PWY-5828|	lacinilene C biosynthesis	false	0	2	0	0	
|PWY-5829|	geraniol and geranial biosynthesis	false	0	1	0	0	
|PWY-5830|	CDP-ascarylose biosynthesis	false	0	0	0	0	
|PWY-5831|	CDP-abequose biosynthesis	false	0	0	0	0	
|PWY-5832|	CDP-paratose biosynthesis	false	0	0	0	0	
|PWY-5833|	CDP-4-dehydro-3,6-dideoxy-D-glucose biosynthesis	false	0	0	0	0	
|PWY-5834|	CDP-tyvelose biosynthesis	false	0	0	0	0	
|PWY-5835|	geranyl acetate biosynthesis	false	50	1	0	0	RXN-9192 
|PWY-5837|	2-carboxy-1,4-naphthoquinol biosynthesis	false	14	0	1	1	O-SUCCINYLBENZOATE-COA-LIG-RXN 
|PWY-5839|	menaquinol-7 biosynthesis	false	50	0	0	0	RXN-9191 
|PWY-5843|	cocaine biosynthesis	false	0	9	0	0	
|PWY-5844|	menaquinol-9 biosynthesis	true	100	0	0	0	RXN-9205 
|PWY-5846|	colchicine biosynthesis	false	0	6	0	0	
|PWY-5848|	cinchona alkaloids biosynthesis	false	0	4	0	0	
|PWY-5849|	menaquinol-6 biosynthesis	true	100	0	0	0	RXN-9220 
|PWY-5851|	demethylmenaquinol-9 biosynthesis	false	0	0	0	0	
|PWY-5852|	demethylmenaquinol-8 biosynthesis I	false	0	0	0	0	
|PWY-5853|	demethylmenaquinol-6 biosynthesis I	false	0	0	0	0	
|PWY-5855|	ubiquinol-7 biosynthesis (prokaryotic)	false	62	1	2	1	RXN-9225 RXN-9227 RXN-9222 RXN-9229 
|PWY-5856|	ubiquinol-9 biosynthesis (prokaryotic)	false	62	1	2	1	RXN-9240 2.1.1.64-RXN RXN-9242 2.5.1.39-RXN 
|PWY-5857|	ubiquinol-10 biosynthesis (prokaryotic)	false	62	1	2	1	RXN-9233 RXN-9235 RXN-9237 RXN-9230 
|PWY-5859|	eugenol and isoeugenol biosynthesis	false	0	2	0	0	
|PWY-5867|	t-anethole biosynthesis	false	0	2	0	0	
|PWY-5870|	ubiquinol-8 biosynthesis (eukaryotic)	false	33	3	0	0	DHHB-METHYLTRANSFER-RXN 2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN 4OHBENZOATE-OCTAPRENYLTRANSFER-RXN 
|PWY-5871|	ubiquinol-9 biosynthesis (eukaryotic)	false	37	3	0	0	2.1.1.64-RXN RXN-9242 2.5.1.39-RXN 
|PWY-5872|	ubiquinol-10 biosynthesis (eukaryotic)	false	44	3	0	0	RXN-9235 RXN-9237 RXN-9230 RXN-9106 
|PWY-5873|	ubiquinol-7 biosynthesis (eukaryotic)	false	37	3	0	0	RXN-9227 RXN-9222 RXN-9229 
|PWY-5874|	heme degradation I	false	0	0	0	0	
|PWY-5875|	staphyloxanthin biosynthesis	false	22	2	0	0	
|PWY-5876|	magnoflorine biosynthesis	false	0	2	0	0	
|PWY-5877|	beta-carboline biosynthesis	false	0	5	0	0	
|PWY-5882|	epoxypseudoisoeugenol-2-methylbutanoate biosynthesis	false	0	5	0	0	
|PWY-5883|	ephedrine biosynthesis	false	0	7	0	0	
|PWY-5884|	wax esters biosynthesis I	false	0	1	0	0	
|PWY-5885|	wax esters biosynthesis II	false	25	2	0	0	RXN-7904 
|PWY-5886|	4-hydroxyphenylpyruvate biosynthesis	false	0	0	0	0	
|PWY-5887|	albaflavenone biosynthesis	false	0	0	0	0	
|PWY-5888|	rhodoquinone-10 biosynthesis	false	0	1	0	0	
|PWY-5889|	rhodoquinone-9 biosynthesis	false	0	1	0	0	
|PWY-5890|	menaquinol-10 biosynthesis	false	50	0	0	0	RXN-9361 
|PWY-5891|	menaquinol-11 biosynthesis	false	50	0	0	0	RXN-9362 
|PWY-5892|	menaquinol-12 biosynthesis	false	50	0	0	0	RXN-9363 
|PWY-5893|	tridecaprenyl diphosphate biosynthesis	false	0	1	0	0	
|PWY-5895|	menaquinol-13 biosynthesis	false	50	0	0	0	RXN-9366 
|PWY-5901|	2,3-dihydroxybenzoate biosynthesis	false	0	0	0	0	
|PWY-5905|	hypusine biosynthesis	false	0	0	0	0	
|PWY-5907|	homospermidine biosynthesis	false	0	0	0	0	
|PWY-5912|	2'-deoxymugineic acid phytosiderophore biosynthesis	false	25	2	0	0	S-ADENMETSYN-RXN 
|PWY-5913|	partial TCA cycle (obligate autotrophs)	true	91	0	1	1	FUMHYDR-RXN ACONITATEHYDR-RXN CITSYN-RXN CITSYN-RXN ACONITATEDEHYDR-RXN PEPCARBOX-RXN ASPAMINOTRANS-RXN SUCCCOASYN-RXN ISOCITDEH-RXN MALATE-DEH-RXN RXN-14970 
|PWY-5915|	phycoerythrobilin biosynthesis I	false	0	0	2	0	
|PWY-5917|	phycocyanobilin biosynthesis	false	0	0	1	0	
|PWY-5921|	glutaminyl-tRNAgln biosynthesis via transamidation	false	60	0	0	0	RXN-9386 RXN-20082 RXN-20083 
|PWY-5922|	(4R)-carveol and (4R)-dihydrocarveol degradation	false	0	10	0	0	
|PWY-5923|	limonene degradation I (D-limonene)	false	0	3	1	0	
|PWY-5924|	limonene degradation II (L-limonene)	false	0	3	1	0	
|PWY-5925|	hydroxylated mugineic acid phytosiderophore biosynthesis	false	0	3	0	0	
|PWY-5926|	afrormosin conjugates interconversion	false	0	3	0	0	
|PWY-5927|	(4S)-carveol and (4S)-dihydrocarveol degradation	false	0	9	0	0	
|PWY-5928|	(4R)-carvone biosynthesis	false	0	1	0	0	
|PWY-5929|	puromycin biosynthesis	false	0	8	0	0	
|PWY-5930|	terpentecin biosynthesis	false	0	1	0	0	
|PWY-5934|	iron reduction and absorption	false	0	0	0	0	
|PWY-5935|	tuberculosinol biosynthesis	false	0	0	0	0	
|PWY-5936|	xyloglucan biosynthesis	false	0	4	0	0	
|PWY-5938|	pyruvate fermentation to (R)-acetoin I	true	100	0	1	1	ACETOLACTSYN-RXN RXN-11036 
|PWY-5939|	pyruvate fermentation to (R)-acetoin II	false	50	0	1	0	ACETOLACTSYN-RXN 
|PWY-5940|	streptomycin biosynthesis	false	5	10	0	0	PHOSPHOGLUCMUT-RXN 
|PWY-5941|	glycogen degradation II	false	25	0	0	0	PHOSPHOGLUCMUT-RXN GLUCOKIN-RXN 
|PWY-5943|	&beta;-carotene biosynthesis	false	0	0	0	0	
|PWY-5944|	zeaxanthin biosynthesis	false	0	0	0	0	
|PWY-5945|	violaxanthin, antheraxanthin and zeaxanthin interconversion	false	25	1	0	0	
|PWY-5946|	&delta;-carotene biosynthesis	false	0	1	0	0	
|PWY-5947|	lutein biosynthesis	false	0	1	0	0	
|PWY-5950|	geosmin biosynthesis	false	0	0	0	0	
|PWY-5951|	(R,R)-butanediol biosynthesis	false	0	0	0	0	
|PWY-5954|	(1'S,5'S)-averufin biosynthesis	false	0	6	0	0	
|PWY-5955|	versicolorin B biosynthesis	false	0	5	0	0	
|PWY-5956|	sterigmatocystin biosynthesis	false	0	3	0	0	
|PWY-5957|	L-nicotianamine biosynthesis	false	0	0	0	0	
|PWY-5958|	acridone alkaloid biosynthesis	false	25	2	0	0	ANTHRANSYN-RXN 
|PWY-5959|	aflatoxins B1 and G1 biosynthesis	false	0	3	0	0	
|PWY-5960|	aflatoxins B2 and G2 biosynthesis	false	0	5	0	0	
|PWY-5963|	thio-molybdenum cofactor biosynthesis	false	0	0	0	0	
|PWY-5964|	guanylyl molybdenum cofactor biosynthesis	false	0	0	0	0	
|PWY-5965|	fatty acid biosynthesis initiation III	false	80	0	1	0	3-OXOACYL-ACP-SYNTH-BASE-RXN 3-OXOACYL-ACP-SYNTH-BASE-RXN 3-OXOACYL-ACP-SYNTH-BASE-RXN 3-OXOACYL-ACP-SYNTH-BASE-RXN 
|PWY-5966|	fatty acid biosynthesis initiation II	true	85	0	1	1	3-OXOACYL-ACP-SYNTH-BASE-RXN 3-OXOACYL-ACP-SYNTH-BASE-RXN 3-OXOACYL-ACP-SYNTH-BASE-RXN 3-OXOACYL-ACP-SYNTH-BASE-RXN ACP-S-ACETYLTRANSFER-RXN ACP-S-ACETYLTRANSFER-RXN 
|PWY-5967|	lupinate biosynthesis	false	0	1	0	0	
|PWY-5968|	cinnamate esters biosynthesis	false	0	1	0	0	
|PWY-5970|	fatty acids biosynthesis (yeast)	true	100	0	0	0	FATTY-ACYL-COA-SYNTHASE-RXN 
|PWY-5971|	palmitate biosynthesis II (bacteria and plants)	true	97	0	0	0	RXN-9657 RXN-9658 RXN-9520 RXN-9520 RXN-9520 RXN-9518 RXN-9518 RXN-9518 RXN-9516 RXN-9516 RXN-9514 RXN-9514 RXN-9514 4.2.1.58-RXN 4.2.1.58-RXN 4.2.1.58-RXN RXN-9523 RXN-9523 RXN-9524 RXN-9524 RXN-9524 RXN-9659 4.2.1.59-RXN 4.2.1.59-RXN 4.2.1.59-RXN RXN-9527 RXN-9527 RXN-9528 RXN-9528 RXN-9528 RXN-9660 RXN-9531 RXN-9531 RXN-9532 RXN-9532 RXN-9532 RXN-9533 RXN-9533 RXN-9533 RXN-9661 RXN-9535 RXN-9535 RXN-9535 RXN-9535 RXN-9536 RXN-9536 RXN-9536 RXN-9537 RXN-9537 RXN-9537 RXN-9662 RXN-9539 RXN-9539 RXN-9540 RXN-9540 RXN-9540 4.2.1.61-RXN 4.2.1.61-RXN 4.2.1.61-RXN RXN-9663 RXN-9655 RXN-9655 RXN-9655 RXN-9623 RXN-16393 
|PWY-5972|	stearate biosynthesis I (animals and fungi)	false	16	3	0	0	RXN-9623 
|PWY-5973|	cis-vaccenate biosynthesis	true	80	0	2	2	2.3.1.179-RXN RXN-9556 RXN-9557 RXN-9558 
|PWY-5975|	furaneol and mesifurane biosynthesis	false	0	5	0	0	
|PWY-5976|	dhurrin degradation	false	0	1	0	0	
|PWY-5978|	kanosamine biosynthesis I	false	0	3	0	0	
|PWY-5979|	3-amino-5-hydroxybenzoate biosynthesis	false	0	3	0	0	
|PWY-5980|	xylogalacturonan biosynthesis	false	0	1	0	0	
|PWY-5981|	CDP-diacylglycerol biosynthesis III	false	40	0	1	0	GLYC3PDEHYDROGBIOSYN-RXN RXN-9590 
|PWY-5982|	sulfoacetaldehyde degradation II	false	0	0	1	0	
|PWY-5983|	trehalose biosynthesis VI	false	0	0	0	0	
|PWY-5984|	rifamycin B biosynthesis	false	0	11	0	0	
|PWY-5985|	trehalose biosynthesis VII	false	0	0	0	0	
|PWY-5987|	sorgoleone biosynthesis	false	12	6	0	0	RXN-10664 
|PWY-5989|	stearate biosynthesis II (bacteria and plants)	true	87	0	0	0	RXN-9632 RXN-9633 RXN-9633 RXN-9634 RXN-9634 RXN-9635 RXN-16380 
|PWY-5990|	lotaustralin biosynthesis	false	0	7	0	0	
|PWY-5992|	thalianol and derivatives biosynthesis	false	0	3	0	0	
|PWY-5994|	palmitate biosynthesis I (animals and fungi)	true	96	1	0	0	RXN-9515 RXN-9515 RXN-9515 RXN-9515 RXN-9521 RXN-9521 RXN-9521 RXN-9521 RXN-9520 RXN-9520 RXN-9520 RXN-9518 RXN-9518 RXN-9518 RXN-9514 RXN-9514 RXN-9514 4.2.1.58-RXN 4.2.1.58-RXN 4.2.1.58-RXN RXN-9524 RXN-9524 RXN-9524 RXN-9526 RXN-9526 RXN-9526 RXN-9526 4.2.1.59-RXN 4.2.1.59-RXN 4.2.1.59-RXN RXN-9528 RXN-9528 RXN-9528 RXN-9530 RXN-9530 RXN-9530 RXN-9530 RXN-9532 RXN-9532 RXN-9532 RXN-9533 RXN-9533 RXN-9533 RXN-9534 RXN-9534 RXN-9534 RXN-9534 RXN-9536 RXN-9536 RXN-9536 RXN-9537 RXN-9537 RXN-9537 RXN-9538 RXN-9538 RXN-9538 RXN-9538 RXN-9540 RXN-9540 RXN-9540 4.2.1.61-RXN 4.2.1.61-RXN 4.2.1.61-RXN RXN-9542 RXN-9542 RXN-9542 RXN-9542 RXN-9648 RXN-9648 RXN-9648 RXN-9650 RXN-9650 RXN-9650 RXN-9651 RXN-9651 RXN-9651 RXN-9652 RXN-9652 RXN-9652 RXN-9653 RXN-9653 RXN-9653 RXN-9654 RXN-9654 RXN-9654 RXN-9655 RXN-9655 RXN-9655 
|PWY-5995|	linoleate biosynthesis I (plants)	false	0	2	0	0	
|PWY-5996|	oleate biosynthesis II (animals and fungi)	false	50	0	0	0	1.14.19.1-RXN 
|PWY-5997|	&alpha;-linolenate biosynthesis I (plants and red algae)	false	0	2	0	0	
|PWY-5998|	&gamma;-linolenate biosynthesis I (plants)	false	0	1	0	0	
|PWY-5|	canavanine biosynthesis	false	50	2	0	0	RXN-10 RXN-22 
|PWY5F9-12|	biphenyl degradation	false	0	0	1	0	
|PWY5F9-3233|	phthalate degradation (aerobic)	false	0	0	1	0	
|PWY-6000|	&gamma;-linolenate biosynthesis II (animals)	false	50	0	0	0	RXN-9673 
|PWY-6001|	linoleate biosynthesis II (animals)	false	50	0	1	0	RXN-9644 
|PWY-6002|	lotaustralin degradation	false	0	1	0	0	
|PWY-6003|	gramicidin S biosynthesis	false	0	2	0	0	
|PWY-6004|	glycine betaine biosynthesis V (from glycine)	false	0	0	0	0	
|PWY-6005|	marneral biosynthesis	false	0	2	0	0	
|PWY-6007|	(3E)-4,8-dimethylnona-1,3,7-triene biosynthesis II	false	0	2	0	0	
|PWY-6008|	baruol biosynthesis	false	0	1	0	0	
|PWY-6010|	apigenin glycosides biosynthesis	false	0	5	0	0	
|PWY-6011|	amygdalin and prunasin degradation	false	33	2	0	0	MANDELONITRILE-LYASE-RXN 
|PWY-6012-1|	acyl carrier protein activation	false	0	0	0	0	
|PWY-6012|	acyl carrier protein metabolism	false	0	0	0	0	
|PWY-6013|	crepenynate biosynthesis	false	0	0	0	0	
|PWY-6014|	vernolate biosynthesis I	false	0	1	0	0	
|PWY-6015|	vitexin and derivatives biosynthesis	false	0	4	0	0	
|PWY-6019|	pseudouridine degradation	false	0	0	0	0	
|PWY-601|	glucosinolate biosynthesis from tryptophan	false	7	12	0	0	RXN-19586 
|PWY-6021|	nitrilotriacetate degradation	false	0	1	0	0	
|PWY-6024|	isovitexin glycosides biosynthesis	false	0	9	0	0	
|PWY-6027|	capsiconiate biosynthesis	false	40	1	0	0	RXN-8926 
|PWY-6028|	acetoin degradation	false	0	0	0	0	
|PWY-6029|	2,3-trans-flavanols biosynthesis	false	0	3	0	0	
|PWY-6030|	serotonin and melatonin biosynthesis	false	0	0	0	0	
|PWY-6032|	cardenolide biosynthesis	false	0	1	0	0	
|PWY-6035|	2,3-cis-flavanols biosynthesis	false	0	0	0	0	
|PWY-6036|	cardenolide glucosides biosynthesis	false	0	5	0	0	
|PWY-6038|	citrate degradation	false	0	0	0	0	
|PWY-6039|	chlorogenic acid biosynthesis I	false	0	6	0	0	
|PWY-6040|	chlorogenic acid biosynthesis II	false	0	4	0	0	
|PWY-6041|	4-sulfocatechol degradation	false	25	1	0	0	
|PWY-6043|	ethanedisulfonate degradation	false	0	1	0	0	
|PWY-6044|	methanesulfonate degradation	false	0	0	0	0	
|PWY-6045|	methylthiopropanonate degradation II (demethylation)	false	0	1	0	0	
|PWY-6046|	dimethylsulfoniopropanoate degradation I (cleavage)	true	100	0	0	0	DIMETHYLPROPIOTHETIN-DETHIOMETHYLASE-RXN 
|PWY-6047|	dimethyl sulfide degradation I	false	0	0	0	0	
|PWY-6048|	methylthiopropanoate degradation I (cleavage)	false	33	1	0	0	RXN-12571 
|PWY-6050|	dimethyl sulfoxide degradation	true	100	0	0	0	RXN-9739 
|PWY-6051|	2,4,6-trinitrotoluene degradation	false	0	12	0	0	
|PWY-6052|	dimethylsulfoniopropanoate degradation III (demethylation)	true	100	0	0	0	RXN-9736 
|PWY-6053|	dimethylsulfoniopropanoate biosynthesis III (algae)	false	0	3	0	0	
|PWY-6054|	dimethylsulfoniopropanoate biosynthesis I (Wollastonia)	false	33	1	0	0	RXN-9758 
|PWY-6055|	dimethylsulfoniopropanoate biosynthesis II (Spartina)	false	25	2	0	0	RXN-9758 
|PWY-6056|	dimethylsulfoniopropanoate degradation II (cleavage)	false	0	2	0	0	
|PWY-6057|	dimethyl sulfide degradation III (oxidation)	false	0	0	0	0	
|PWY-6058|	dimethyl sulfone degradation	false	0	1	0	0	
|PWY-6059|	dimethyl sulfide degradation II (oxidation)	false	25	1	0	0	
|PWY-6060|	malonate degradation II (biotin-dependent)	false	25	0	0	0	RXN-9777 
|PWY-6061|	bile acid biosynthesis, neutral pathway	false	31	7	0	0	RXN-9797 RXN-9845 
|PWY-6064|	methylquercetin biosynthesis	false	0	0	0	0	
|PWY-6068|	indican biosynthesis	false	0	2	0	0	
|PWY-6069|	indigo biosynthesis	false	0	1	0	0	
|PWY-6073|	alginate biosynthesis I (algal)	false	0	0	1	0	
|PWY-6074|	zymosterol biosynthesis	false	21	6	0	0	RXN66-303 RXN66-304 RXN66-305 
|PWY-6075|	ergosterol biosynthesis I	false	60	1	0	0	RXN3O-178 RXN3O-218 
|PWY-6076|	vitamin D3 biosynthesis	false	0	1	1	0	
|PWY-6077|	anthranilate degradation II (aerobic)	false	50	0	0	0	ANTHRANILOYL-COA-MONOOXYGENASE-RXN 
|PWY-6079|	anthranilate degradation I (aerobic)	false	0	0	0	0	
|PWY-6080|	4-ethylphenol degradation (anaerobic)	false	16	4	0	0	RXN-11246 
|PWY-6081|	1,3-dichlorobenzene degradation	false	0	1	0	0	
|PWY-6082|	alginate biosynthesis II (bacterial)	false	0	3	1	0	
|PWY-6083|	chlorobenzene degradation	false	0	1	0	0	
|PWY-6084|	3,5-dichlorocatechol degradation	false	0	2	0	0	
|PWY-6085|	2,4-dichlorophenoxyacetate degradation	false	0	0	1	0	
|PWY-6086|	4-chloro-2-methylphenoxyacetate degradation	false	0	1	0	0	
|PWY-6087|	4-chlorocatechol degradation	false	25	1	0	0	
|PWY-6088|	3-chlorobenzoate degradation I (via chlorocatechol)	false	0	4	0	0	
|PWY-6089|	3-chlorocatechol degradation I (ortho)	false	0	0	1	0	
|PWY-6090|	1,2-dichlorobenzene degradation	false	0	2	0	0	
|PWY-6091|	1,2,4-trichlorobenzene degradation	false	0	2	0	0	
|PWY-6093|	4,5-dichlorocatechol degradation	false	20	1	0	0	
|PWY-6094|	3,4,6-trichlorocatechol degradation	false	0	2	0	0	
|PWY-6095|	dammara-20,24-diene biosynthesis	false	0	0	0	0	
|PWY-6098|	diploterol biosynthesis	false	0	0	0	0	
|PWY-6099|	1,2,4,5-tetrachlorobenzene degradation	false	0	1	0	0	
|PWY-6100|	L-carnitine biosynthesis	false	50	1	1	0	1.2.1.47-RXN 
|PWY-6102|	5-chloro-3-methyl-catechol degradation	false	0	1	0	0	
|PWY-6103|	3-chlorotoluene degradation I	false	0	2	0	0	
|PWY-6104|	3-chlorotoluene degradation II	false	33	1	0	0	RXN-9910 
|PWY-6105|	botryococcenes and methylated squalene biosynthesis	false	0	8	0	0	
|PWY-6107|	chlorosalicylate degradation	false	0	3	1	0	
|PWY-6109|	mangrove triterpenoid biosynthesis	false	0	5	0	0	
|PWY-6111|	mitochondrial L-carnitine shuttle	false	0	1	1	0	
|PWY-6116|	mannosylfructose biosynthesis	false	0	0	0	0	
|PWY-6117|	spermine and spermidine degradation I	false	28	2	1	0	
|PWY-6118|	glycerol-3-phosphate shuttle	true	100	0	0	0	1.1.1.8-RXN RXN-15745 
|PWY-6120|	L-tyrosine biosynthesis III	false	33	0	1	0	CHORISMATEMUT-RXN 
|PWY-6121|	5-aminoimidazole ribonucleotide biosynthesis I	true	80	0	0	0	PRPPAMIDOTRANS-RXN GLYRIBONUCSYN-RXN FGAMSYN-RXN AIRS-RXN 
|PWY-6122|	5-aminoimidazole ribonucleotide biosynthesis II	true	80	0	0	0	PRPPAMIDOTRANS-RXN GLYRIBONUCSYN-RXN FGAMSYN-RXN AIRS-RXN 
|PWY-6123|	inosine-5'-phosphate biosynthesis I	false	66	0	3	1	SAICARSYN-RXN AICARSYN-RXN AICARTRANSFORM-RXN IMPCYCLOHYDROLASE-RXN 
|PWY-6124|	inosine-5'-phosphate biosynthesis II	false	80	0	1	0	SAICARSYN-RXN AICARSYN-RXN AICARTRANSFORM-RXN IMPCYCLOHYDROLASE-RXN 
|PWY-6128|	cis-calamenene related sesquiterpenoids biosynthesis	false	0	2	0	0	
|PWY-6129|	dolichol and dolichyl phosphate biosynthesis	false	0	2	1	0	
|PWY-6130|	glycerol degradation III	false	0	0	1	0	
|PWY-6131|	glycerol degradation II	false	0	0	0	0	
|PWY-6132|	lanosterol biosynthesis	false	0	0	0	0	
|PWY-6133|	(S)-reticuline biosynthesis II	false	14	3	0	0	2.6.1.49-RXN 
|PWY-6134|	L-tyrosine biosynthesis IV	false	0	0	0	0	
|PWY-6138|	CMP-N-acetylneuraminate biosynthesis I (eukaryotes)	false	0	0	3	0	
|PWY-6139|	CMP-N-acetylneuraminate biosynthesis II (bacteria)	false	33	0	3	1	N-ACETYLNEURAMINATE-SYNTHASE-RXN 
|PWY-6140|	CMP-2-keto-3-deoxy-D-glycero-D-galacto-nononate biosynthesis	false	0	2	0	0	
|PWY-6143|	CMP-pseudaminate biosynthesis	false	0	0	0	0	
