id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send
p07821	3.a.1.14.3	ferrichrome		rxn05188,rxn08493	gnl|tc-db|p07821|3.a.1.14.3	32.751	2.44e-29	114	85	STY1_bin_1_NODE_161_length_26556_cov_35.6779	19563	20204
p09551	3.a.1.3.1,3.a.1.3.29	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|tc-db|p09551|3.a.1.3.29	39.044	5.12e-58	197	97	STY3_bin_1_NODE_479_length_12788_cov_136.755	4548	5285
p09551	3.a.1.3.1,3.a.1.3.29	lysine	EX_cpd00039_e0	rxn05151,rxn08853	gnl|tc-db|p09551|3.a.1.3.29	39.044	5.12e-58	197	97	STY3_bin_1_NODE_479_length_12788_cov_136.755	4548	5285
p09551	3.a.1.3.1,3.a.1.3.29	ornithine	EX_cpd00064_e0	rxn05156,rxn09046,rxn27636	gnl|tc-db|p09551|3.a.1.3.29	39.044	5.12e-58	197	97	STY3_bin_1_NODE_479_length_12788_cov_136.755	4548	5285
p0a2i7	3.a.1.3.1	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|tc-db|p0a2i7|3.a.1.3.1	41.038	2.70e-34	128	90	STY1_bin_1_NODE_824_length_11024_cov_18.7456	6696	6064
p0a2i9	3.a.1.3.1	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|tc-db|p0a2i9|3.a.1.3.1	52.941	6.55e-59	198	82	STY1_bin_1_NODE_824_length_11024_cov_18.7456	7314	6754
p0a2u6	3.a.1.15.3	zinc		rxn05150,rxn09388,rxn09392,rxn13918	gnl|tc-db|p0a2u6|3.a.1.15.3	31.959	5.98e-25	101	84	STY4_bin_1_NODE_8_length_104303_cov_519.895	27168	27743
p0a4g2	3.a.1.15.14	manganese		rxn05149	gnl|tc-db|p0a4g2|3.a.1.15.14	31.273	1.97e-50	177	89	STY2_bin_2_NODE_250_length_20551_cov_31.6072	1465	2271
p0a9x1	3.a.1.15.5	zinc		rxn05150,rxn09388,rxn09392,rxn13918	gnl|tc-db|p0a9x1|3.a.1.15.5	50.833	1.95e-72	238	96	STY4_bin_1_NODE_11_length_92275_cov_574.104	66378	65668
p0aa76	2.a.1.14.7	d-galactonate		rxn08578,rxn10160	gnl|tc-db|p0aa76|2.a.1.14.7	22.911	0.15	32.7	84	STY2_bin_2_NODE_575_length_13355_cov_33.9683	13114	12095
p0aaf3	3.a.1.2.2	arabinose	EX_cpd00224_e0,EX_cpd00185_e0	rxn05173,rxn08139,rxn11063	gnl|tc-db|p0aaf3|3.a.1.2.2	39.148	1.71e-106	347	97	STY1_bin_1_NODE_26_length_72910_cov_20.1249	36460	37917
p0aaf3	3.a.1.2.2	arabinose	EX_cpd00224_e0,EX_cpd00185_e0	rxn10822	gnl|tc-db|p0aaf3|3.a.1.2.2	39.148	1.71e-106	347	97	STY1_bin_1_NODE_26_length_72910_cov_20.1249	36460	37917
p0aaf6	3.a.1.3.3	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|tc-db|p0aaf6|3.a.1.3.3	43.697	5.62e-59	199	95	STY3_bin_1_NODE_479_length_12788_cov_136.755	3742	4455
p0aag3	3.a.1.3.4	aspartate	EX_cpd00041_e0,EX_cpd00041_e0	rxn05152,rxn08165	gnl|tc-db|p0aag3|3.a.1.3.4	58.333	1.01e-85	276	99	STY3_bin_1_NODE_137_length_25644_cov_135.347	7295	6576
p0aag3	3.a.1.3.4	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|tc-db|p0aag3|3.a.1.3.4	58.333	1.01e-85	276	99	STY3_bin_1_NODE_137_length_25644_cov_135.347	7295	6576
p0aag8	3.a.1.2.3	galactose	EX_cpd00108_e0	rxn05162,rxn08573	gnl|tc-db|p0aag8|3.a.1.2.3	35.729	2.07e-92	306	97	STY4_bin_1_NODE_2_length_187527_cov_473.197	151232	149772
p0aah0	3.a.1.7.1	phosphate	EX_cpd00016_e0,EX_cpd00079_e0,EX_cpd00080_e0,EX_cpd00235_e0,EX_cpd00793_e0,EX_cpd01912_e0	rxn05145,rxn09122	gnl|tc-db|p0aah0|3.a.1.7.1	54.902	8.17e-88	283	99	STY1_bin_1_NODE_490_length_14031_cov_17.1271	9579	8815
p0ae26	3.a.1.2.2	l-arabinose		rxn05173,rxn08139,rxn11063	gnl|tc-db|p0ae26|3.a.1.2.2	33.019	4.47e-28	113	95	STY4_bin_1_NODE_2_length_187527_cov_473.197	153234	152299
p0ae30	3.a.1.3.3	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|tc-db|p0ae30|3.a.1.3.3	40.588	1.03e-32	122	76	STY1_bin_1_NODE_824_length_11024_cov_18.7456	6588	6082
p0ae34	3.a.1.3.3	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|tc-db|p0ae34|3.a.1.3.3	34.884	3.06e-36	134	90	STY3_bin_1_NODE_479_length_12788_cov_136.755	5400	6005
p0aeb0	3.a.1.6.1	sulfate	EX_cpd00681_e0	rxn05153,rxn09276,rxn29239	gnl|tc-db|p0aeb0|3.a.1.6.1	23.077	5.14e-09	55.5	77	STY3_bin_1_NODE_118_length_27741_cov_141.156	20335	21009
p0aeq3	3.a.1.3.2	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|tc-db|p0aeq3|3.a.1.3.2	27.092	7.72e-26	103	98	STY3_bin_1_NODE_479_length_12788_cov_136.755	4512	5264
p0aeq6	3.a.1.3.2	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|tc-db|p0aeq6|3.a.1.3.2	35.577	1.85e-20	87.4	93	STY3_bin_1_NODE_654_length_11234_cov_134.656	8421	7816
p0aer3	3.a.1.3.4	aspartate	EX_cpd00041_e0,EX_cpd00041_e0	rxn05152,rxn08165	gnl|tc-db|p0aer3|3.a.1.3.4	27.064	4.57e-15	72.4	89	STY2_bin_2_NODE_716_length_12096_cov_38.1089	9515	8901
p0aer3	3.a.1.3.4	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|tc-db|p0aer3|3.a.1.3.4	27.064	4.57e-15	72.4	89	STY2_bin_2_NODE_716_length_12096_cov_38.1089	9515	8901
p0aer5	3.a.1.3.4	aspartate	EX_cpd00041_e0,EX_cpd00041_e0	rxn05152,rxn08165	gnl|tc-db|p0aer5|3.a.1.3.4	32.821	5.58e-22	92.0	86	STY1_bin_1_NODE_1013_length_10191_cov_17.4855	2533	3087
p0aer5	3.a.1.3.4	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|tc-db|p0aer5|3.a.1.3.4	32.821	5.58e-22	92.0	86	STY1_bin_1_NODE_1013_length_10191_cov_17.4855	2533	3087
p0aeu0	3.a.1.3.29	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|tc-db|p0aeu0|3.a.1.3.29	45.259	1.43e-63	213	89	STY3_bin_1_NODE_479_length_12788_cov_136.755	4590	5282
p0aeu3	3.a.1.3.29	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|tc-db|p0aeu3|3.a.1.3.29	28.497	1.55e-15	73.6	79	STY1_bin_1_NODE_824_length_11024_cov_18.7456	7329	6760
p0aex9	3.a.1.1.1	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|tc-db|p0aex9|3.a.1.1.1	24.438	1.32e-09	58.2	81	STY2_bin_2_NODE_4150_length_5820_cov_35.7844	638	1669
p0afa9	3.a.1.5.3	nickel		rxn05174,rxn08989,rxn08993	gnl|tc-db|p0afa9|3.a.1.5.3	37.281	1.32e-34	130	81	STY4_bin_1_NODE_2_length_187527_cov_473.197	39790	39113
p0afk4	3.a.1.11.1	putrescine		rxn05163,rxn09213,rxn11263	gnl|tc-db|p0afk4|3.a.1.11.1	41.473	1.83e-57	196	88	STY2_bin_2_NODE_179_length_24895_cov_31.0939	16581	17354
p0afk4	3.a.1.11.1	spermidine		rxn05175,rxn09263,rxn11262	gnl|tc-db|p0afk4|3.a.1.11.1	41.473	1.83e-57	196	88	STY2_bin_2_NODE_179_length_24895_cov_31.0939	16581	17354
p0afk6	3.a.1.11.1	putrescine		rxn05163,rxn09213,rxn11263	gnl|tc-db|p0afk6|3.a.1.11.1	40.088	3.55e-50	175	82	STY1_bin_1_NODE_21_length_76331_cov_22.1833	7319	6654
p0afk6	3.a.1.11.1	spermidine		rxn05175,rxn09263,rxn11262	gnl|tc-db|p0afk6|3.a.1.11.1	40.088	3.55e-50	175	82	STY1_bin_1_NODE_21_length_76331_cov_22.1833	7319	6654
p0afk9	3.a.1.11.1	putrescine		rxn05163,rxn09213,rxn11263	gnl|tc-db|p0afk9|3.a.1.11.1	34.891	2.68e-57	199	92	STY1_bin_1_NODE_21_length_76331_cov_22.1833	9444	8488
p0afk9	3.a.1.11.1	spermidine		rxn05175,rxn09263,rxn11262	gnl|tc-db|p0afk9|3.a.1.11.1	34.891	2.68e-57	199	92	STY1_bin_1_NODE_21_length_76331_cov_22.1833	9444	8488
p0afl1	3.a.1.11.2	putrescine		rxn05163,rxn09213,rxn11263	gnl|tc-db|p0afl1|3.a.1.11.2	35.955	7.81e-39	143	94	STY1_bin_1_NODE_21_length_76331_cov_22.1833	7397	6612
p0afz7	2.a.38.1.1	potassium		rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|tc-db|p0afz7|2.a.38.1.1	53.704	1.92e-149	470	100	STY2_bin_2_NODE_1126_length_9912_cov_37.2441	4003	5451
p0agi8	2.a.38.1.1	potassium		rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|tc-db|p0agi8|2.a.38.1.1	52.381	8.96e-151	473	100	STY2_bin_2_NODE_1126_length_9912_cov_37.2441	2618	3997
p0c560	3.a.1.7.2	phosphate	EX_cpd00016_e0,EX_cpd00079_e0,EX_cpd00080_e0,EX_cpd00235_e0,EX_cpd00793_e0,EX_cpd01912_e0	rxn05145,rxn09122	gnl|tc-db|p0c560|3.a.1.7.2	56.863	5.50e-83	269	98	STY1_bin_1_NODE_490_length_14031_cov_17.1271	9558	8815
p0cy48	3.d.3.1.2	iron		rxn05555,rxn08472	gnl|tc-db|p0cy48|3.d.3.1.2	39.409	1.34e-25	101	99	STY2_bin_2_NODE_228_length_21491_cov_36.2646	12112	11534
p10346	3.a.1.3.2	glutamine	EX_cpd00053_e0	rxn05155,rxn08624,rxn11101	gnl|tc-db|p10346|3.a.1.3.2	53.138	2.93e-74	243	99	STY1_bin_1_NODE_147_length_28361_cov_21.786	9938	9222
p10903	2.a.1.8.1	nitrite		rxn05625,rxn05626,rxn08998,rxn29093	gnl|tc-db|p10903|2.a.1.8.1	52.116	2.49e-100	328	97	STY2_bin_2_NODE_1255_length_9531_cov_95.1129	8141	6804
p10905	3.a.1.1.3	glycerol-3-phosphate		rxn05158,rxn08641	gnl|tc-db|p10905|3.a.1.1.3	31.225	1.58e-24	102	84	STY2_bin_2_NODE_112_length_31501_cov_43.1383	11892	11137
p10906	3.a.1.1.3	glycerol-3-phosphate		rxn05158,rxn08641	gnl|tc-db|p10906|3.a.1.1.3	29.075	6.33e-14	70.1	80	STY2_bin_2_NODE_316_length_18075_cov_32.1719	9128	8472
p10907	3.a.1.1.3	glycerol-3-phosphate		rxn05158,rxn08641	gnl|tc-db|p10907|3.a.1.1.3	47.911	3.57e-99	320	98	STY4_bin_1_NODE_484_length_16862_cov_431.373	8402	9472
p13511	2.a.6.1.2	cadmium		rxn08196,rxn13814,rxn08198,rxn29670	gnl|tc-db|p13511|2.a.6.1.2	23.428	1.38e-46	181	95	STY2_bin_2_NODE_248_length_20599_cov_38.8994	2407	5544
p13511	2.a.6.1.2	cobalt		rxn08240,rxn13681,rxn08242,rxn10474	gnl|tc-db|p13511|2.a.6.1.2	23.428	1.38e-46	181	95	STY2_bin_2_NODE_248_length_20599_cov_38.8994	2407	5544
p13511	2.a.6.1.2	zinc		rxn09389,rxn13919,rxn09391,rxn28559	gnl|tc-db|p13511|2.a.6.1.2	23.428	1.38e-46	181	95	STY2_bin_2_NODE_248_length_20599_cov_38.8994	2407	5544
p15029	3.a.1.14.1	iron		rxn05555,rxn08472	gnl|tc-db|p15029|3.a.1.14.1	31.613	1.57e-09	57.4	93	STY4_bin_1_NODE_522_length_16192_cov_640.793	8692	7787
p15030	3.a.1.14.1	iron		rxn05555,rxn08472	gnl|tc-db|p15030|3.a.1.14.1	33.216	1.11e-10	61.2	83	STY1_bin_1_NODE_161_length_26556_cov_35.6779	18670	19497
p16676	3.a.1.6.1	sulfate	EX_cpd00681_e0	rxn05153,rxn09276,rxn29239	gnl|tc-db|p16676|3.a.1.6.1	41.497	1.92e-59	206	80	STY1_bin_1_NODE_21_length_76331_cov_22.1833	6579	5725
p17596	3.d.10.1.3	iron		rxn05555,rxn08472	gnl|tc-db|p17596|3.d.10.1.3	28.571	2.52e-18	82.0	95	STY1_bin_1_NODE_183_length_24161_cov_21.0838	3629	4303
p21175	3.a.1.4.8	alanine	EX_cpd00035_e0	rxn08097,rxn10170	gnl|tc-db|p21175|3.a.1.4.8	28.165	1.13e-22	98.6	83	STY4_bin_1_NODE_67_length_45416_cov_442.926	13982	13038
p21175	3.a.1.4.8	isoleucine	EX_cpd00322_e0,EX_cpd00322_e0	rxn05179,rxn08745	gnl|tc-db|p21175|3.a.1.4.8	28.165	1.13e-22	98.6	83	STY4_bin_1_NODE_67_length_45416_cov_442.926	13982	13038
p21175	3.a.1.4.8	leucine	EX_cpd00107_e0,EX_cpd00107_e0	rxn05161,rxn08784	gnl|tc-db|p21175|3.a.1.4.8	28.165	1.13e-22	98.6	83	STY4_bin_1_NODE_67_length_45416_cov_442.926	13982	13038
p21175	3.a.1.4.8	threonine	EX_cpd00161_e0,EX_cpd00161_e0	rxn05169,rxn09301,rxn34122	gnl|tc-db|p21175|3.a.1.4.8	28.165	1.13e-22	98.6	83	STY4_bin_1_NODE_67_length_45416_cov_442.926	13982	13038
p21175	3.a.1.4.8	valine	EX_cpd00156_e0,EX_cpd00156_e0	rxn05168,rxn09373	gnl|tc-db|p21175|3.a.1.4.8	28.165	1.13e-22	98.6	83	STY4_bin_1_NODE_67_length_45416_cov_442.926	13982	13038
p21408	3.a.1.10.1	iron		rxn05555,rxn08472	gnl|tc-db|p21408|3.a.1.10.1	27.046	4.89e-19	86.7	80	STY2_bin_2_NODE_26_length_56691_cov_33.0094	53188	54009
p21410	3.a.1.10.1	iron		rxn05555,rxn08472	gnl|tc-db|p21410|3.a.1.10.1	38.988	2.69e-60	207	94	STY2_bin_2_NODE_277_length_19354_cov_43.0234	6540	5554
p21616	3.a.10.1.8	pyrophosphate		rxn05635,rxn30297,rxn11268	gnl|tc-db|p21616|3.a.10.1.8	44.461	1.20e-134	439	89	STY1_bin_1_NODE_33_length_65705_cov_20.7475	28079	26160
p21904	3.a.2.1.2	sodium		rxn05622,rxn34391,rxn34513	gnl|tc-db|p21904|3.a.2.1.2	30.128	4.79e-19	81.6	93	STY4_bin_1_NODE_113_length_35536_cov_470.036	7167	6700
p23849	2.a.38.1.6	potassium		rxn05595,rxn05596,rxn08769,rxn08770,rxn10820,rxn38724	gnl|tc-db|p23849|2.a.38.1.6	40.787	3.58e-101	331	99	STY2_bin_2_NODE_1126_length_9912_cov_37.2441	4006	5451
p29706	3.a.2.1.2	sodium		rxn05622,rxn34391,rxn34513	gnl|tc-db|p29706|3.a.2.1.2	57.367	0.0	583	99	STY4_bin_1_NODE_113_length_35536_cov_470.036	1777	251
p29707	3.a.2.1.2	sodium		rxn05622,rxn34391,rxn34513	gnl|tc-db|p29707|3.a.2.1.2	69.848	0.0	614	99	STY3_bin_1_NODE_7237_length_4375_cov_140.43	2593	3963
p29709	3.a.2.1.2	sodium		rxn05622,rxn34391,rxn34513	gnl|tc-db|p29709|3.a.2.1.2	29.688	2.54e-12	60.8	93	STY2_bin_2_NODE_155_length_26797_cov_38.2147	1509	1126
p29710	3.a.2.1.2	sodium		rxn05622,rxn34391,rxn34513	gnl|tc-db|p29710|3.a.2.1.2	34.375	5.93e-55	189	100	STY3_bin_1_NODE_7237_length_4375_cov_140.43	39	899
p29823	3.a.1.1.4	lactose	EX_cpd00208_e0	rxn05598	gnl|tc-db|p29823|3.a.1.1.4	29.268	2.14e-28	113	94	STY4_bin_1_NODE_484_length_16862_cov_431.373	6702	7532
p29824	3.a.1.1.4	lactose	EX_cpd00208_e0	rxn05598	gnl|tc-db|p29824|3.a.1.1.4	31.963	3.34e-30	117	79	STY2_bin_2_NODE_316_length_18075_cov_32.1719	9128	8472
p30750	3.a.1.24.1	d-methionine		rxn05183,rxn08910	gnl|tc-db|p30750|3.a.1.24.1	34.909	2.43e-37	140	78	STY4_bin_1_NODE_6809_length_5356_cov_497.155	4435	5253
p30859	3.a.1.3.3	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|tc-db|p30859|3.a.1.3.3	37.849	1.80e-49	172	99	STY3_bin_1_NODE_479_length_12788_cov_136.755	4512	5264
p30860	3.a.1.3.3	arginine	EX_cpd00051_e0	rxn05154,rxn08151,rxn11236	gnl|tc-db|p30860|3.a.1.3.3	39.044	2.60e-45	160	99	STY3_bin_1_NODE_479_length_12788_cov_136.755	4512	5264
p30963	3.a.1.107.1	heme		rxn05148,rxn09115,rxn27591	gnl|tc-db|p30963|3.a.1.107.1	31.667	5.36e-14	68.2	91	STY1_bin_1_NODE_64_length_45015_cov_21.4951	20509	21042
p30963	3.a.1.107.1	heme		rxn90020	gnl|tc-db|p30963|3.a.1.107.1	31.667	5.36e-14	68.2	91	STY1_bin_1_NODE_64_length_45015_cov_21.4951	20509	21042
p31133	3.a.1.11.2	putrescine		rxn05163,rxn09213,rxn11263	gnl|tc-db|p31133|3.a.1.11.2	31.686	1.51e-56	197	93	STY1_bin_1_NODE_21_length_76331_cov_22.1833	9465	8491
p31134	3.a.1.11.2	putrescine		rxn05163,rxn09213,rxn11263	gnl|tc-db|p31134|3.a.1.11.2	46.369	2.44e-96	312	95	STY3_bin_1_NODE_118_length_27741_cov_141.156	21159	22205
p31414	3.a.10.1.1	pyrophosphate		rxn05635,rxn30297,rxn11268	gnl|tc-db|p31414|3.a.10.1.1	46.916	3.21e-137	447	79	STY4_bin_1_NODE_2_length_187527_cov_473.197	76039	74252
p31548	3.a.1.19.1	thiamine		rxn05177,rxn09297	gnl|tc-db|p31548|3.a.1.19.1	41.624	9.22e-40	143	84	STY2_bin_2_NODE_277_length_19354_cov_43.0234	6498	5917
p31553	2.a.15.2.1	carnitine	EX_cpd00266_e0	rxn08262,rxn09691,rxn12364,rxn12605,rxn09773,rxn09858	gnl|tc-db|p31553|2.a.15.2.1	27.664	1.31e-42	161	99	STY2_bin_2_NODE_114_length_31341_cov_35.7581	13433	11844
p32155	4.a.2.1.25	fructose	EX_cpd00082_e0	rxn05560,rxn08535,rxn08536,rxn10175	gnl|tc-db|p32155|4.a.2.1.25	29.310	2.36e-08	50.1	78	STY4_bin_1_NODE_17_length_74164_cov_478.465	70297	70638
p33590	3.a.1.5.3	nickel		rxn05174,rxn08989,rxn08993	gnl|tc-db|p33590|3.a.1.5.3	25.102	1.71e-29	122	86	STY2_bin_2_NODE_14_length_71405_cov_33.0306	42406	41021
p33591	3.a.1.5.3	nickel		rxn05174,rxn08989,rxn08993	gnl|tc-db|p33591|3.a.1.5.3	35.503	1.91e-54	189	99	STY4_bin_1_NODE_2_length_187527_cov_473.197	41018	40011
p33593	3.a.1.5.3	nickel		rxn05174,rxn08989,rxn08993	gnl|tc-db|p33593|3.a.1.5.3	41.935	3.96e-51	177	94	STY2_bin_2_NODE_40_length_48899_cov_31.3613	6036	5293
p33594	3.a.1.5.3	nickel		rxn05174,rxn08989,rxn08993	gnl|tc-db|p33594|3.a.1.5.3	41.518	3.90e-50	175	84	STY2_bin_2_NODE_4978_length_5386_cov_30.229	4494	5165
p33937	3.d.11.1.1	nitrate		rxn05171	gnl|tc-db|p33937|3.d.11.1.1	22.690	1.28e-14	76.6	87	STY1_bin_1_NODE_13_length_102798_cov_19.4395	52721	50883
p33950	3.a.1.5.27	heme		rxn05148,rxn09115,rxn27591	gnl|tc-db|p33950|3.a.1.5.27	57.738	0.0	617	92	STY2_bin_2_NODE_14_length_71405_cov_33.0306	42442	40934
p33950	3.a.1.5.27	heme		rxn90020	gnl|tc-db|p33950|3.a.1.5.27	57.738	0.0	617	92	STY2_bin_2_NODE_14_length_71405_cov_33.0306	42442	40934
p35755	3.a.1.10.3	iron		rxn05555,rxn08472	gnl|tc-db|p35755|3.a.1.10.3	27.174	2.33e-24	102	81	STY2_bin_2_NODE_26_length_56691_cov_33.0094	53203	54012
p37388	3.a.1.2.4	xylose		rxn05167,rxn09383	gnl|tc-db|p37388|3.a.1.2.4	37.525	2.07e-94	313	97	STY1_bin_1_NODE_26_length_72910_cov_20.1249	36460	37917
p37735	2.a.56.1.1	c4-dicarboxylate		rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|tc-db|p37735|2.a.56.1.1	32.143	1.62e-39	147	83	STY4_bin_1_NODE_9_length_100063_cov_443.882	25521	24706
p37735	2.a.56.1.1	c4-dicarboxylate		rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|tc-db|p37735|2.a.56.1.1	32.143	1.62e-39	147	83	STY4_bin_1_NODE_9_length_100063_cov_443.882	25521	24706
p37735	2.a.56.1.1	c4-dicarboxylate		rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|tc-db|p37735|2.a.56.1.1	32.143	1.62e-39	147	83	STY4_bin_1_NODE_9_length_100063_cov_443.882	25521	24706
p37735	2.a.56.1.1	c4-dicarboxylate		rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|tc-db|p37735|2.a.56.1.1	32.143	1.62e-39	147	83	STY4_bin_1_NODE_9_length_100063_cov_443.882	25521	24706
p37758	2.a.1.8.10	nitrite		rxn05625,rxn05626,rxn08998,rxn29093	gnl|tc-db|p37758|2.a.1.8.10	50.766	7.50e-109	352	98	STY2_bin_2_NODE_1255_length_9531_cov_95.1129	8162	6804
p38046	3.a.1.16.1	nitrate		rxn05171	gnl|tc-db|p38046|3.a.1.16.1	38.655	2.09e-45	161	81	STY1_bin_1_NODE_119_length_31738_cov_22.2809	19034	18330
p38196	2.a.39.3.3	uridine		rxn05199,rxn09371,rxn10895,rxn12460	gnl|tc-db|p38196|2.a.39.3.3	25.150	2.71e-29	123	76	STY4_bin_1_NODE_22_length_67542_cov_591.459	24057	22675
p39172	3.a.1.15.5	zinc		rxn05150,rxn09388,rxn09392,rxn13918	gnl|tc-db|p39172|3.a.1.15.5	24.125	2.05e-13	69.3	82	STY4_bin_1_NODE_8_length_104303_cov_519.895	26306	27019
p39832	3.a.1.15.5	zinc		rxn05150,rxn09388,rxn09392,rxn13918	gnl|tc-db|p39832|3.a.1.15.5	51.429	1.05e-29	115	94	STY4_bin_1_NODE_11_length_92275_cov_574.104	65626	64892
p40410	3.a.1.14.15	iron		rxn05555,rxn08472	gnl|tc-db|p40410|3.a.1.14.15	28.859	8.88e-16	76.6	85	STY1_bin_1_NODE_161_length_26556_cov_35.6779	18640	19512
p42237	2.a.1.14.1	d-glucarate		rxn05572,rxn08613	gnl|tc-db|p42237|2.a.1.14.1	23.400	1.03e-04	43.1	95	STY4_bin_1_NODE_2_length_187527_cov_473.197	115655	116863
p44658	3.a.1.17.3	thiamine		rxn05177,rxn09297	gnl|tc-db|p44658|3.a.1.17.3	50.158	7.96e-93	300	99	STY2_bin_2_NODE_563_length_13518_cov_26.863	8803	9750
p48242	3.a.1.3.9	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|tc-db|p48242|3.a.1.3.9	25.833	9.15e-13	67.0	80	STY4_bin_1_NODE_172_length_30412_cov_566.554	23739	24428
p48243	3.a.1.3.9	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|tc-db|p48243|3.a.1.3.9	60.331	4.01e-98	311	100	STY3_bin_1_NODE_137_length_25644_cov_135.347	7295	6570
p48244	3.a.1.3.9	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|tc-db|p48244|3.a.1.3.9	30.601	2.64e-16	75.9	77	STY4_bin_1_NODE_4_length_120519_cov_465.846	102660	102163
p48245	3.a.1.3.9	glutamate	EX_cpd00023_e0	rxn05146,rxn08627,rxn11235	gnl|tc-db|p48245|3.a.1.3.9	26.364	4.92e-16	76.3	78	STY1_bin_1_NODE_147_length_28361_cov_21.786	10612	9962
p50000	3.a.2.1.5	sodium		rxn05622,rxn34391,rxn34513	gnl|tc-db|p50000|3.a.2.1.5	56.496	0.0	575	98	STY4_bin_1_NODE_113_length_35536_cov_470.036	1777	257
p50002	3.a.2.1.5	sodium		rxn05622,rxn34391,rxn34513	gnl|tc-db|p50002|3.a.2.1.5	68.103	0.0	635	99	STY4_bin_1_NODE_249_length_25076_cov_489.121	3590	4966
p50005	3.a.2.1.5	sodium		rxn05622,rxn34391,rxn34513	gnl|tc-db|p50005|3.a.2.1.5	31.000	1.20e-39	146	98	STY1_bin_1_NODE_162_length_26522_cov_21.4399	21980	22828
p50009	3.a.2.1.5	sodium		rxn05622,rxn34391,rxn34513	gnl|tc-db|p50009|3.a.2.1.5	24.107	3.39e-06	43.1	84	STY2_bin_2_NODE_155_length_26797_cov_38.2147	1515	1180
p52094	3.a.1.3.29	histidine	EX_cpd00119_e0	rxn05164,rxn08718	gnl|tc-db|p52094|3.a.1.3.29	50.442	7.53e-60	201	99	STY1_bin_1_NODE_824_length_11024_cov_18.7456	7431	6754
p54417	2.a.15.1.1	betaine	EX_cpd08306_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|tc-db|p54417|2.a.15.1.1	42.857	2.18e-111	362	97	STY4_bin_1_NODE_155_length_31397_cov_510.711	13337	11781
p54417	2.a.15.1.1	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|tc-db|p54417|2.a.15.1.1	42.857	2.18e-111	362	97	STY4_bin_1_NODE_155_length_31397_cov_510.711	13337	11781
p54582	2.a.15.1.10	betaine	EX_cpd08306_e0	rxn05579,rxn08638,rxn12375,rxn11216	gnl|tc-db|p54582|2.a.15.1.10	34.364	3.50e-70	245	92	STY2_bin_2_NODE_114_length_31341_cov_35.7581	13487	11844
p54582	2.a.15.1.10	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|tc-db|p54582|2.a.15.1.10	34.364	3.50e-70	245	92	STY2_bin_2_NODE_114_length_31341_cov_35.7581	13487	11844
p68187	3.a.1.1.1	maltodextrin		rxn11140	gnl|tc-db|p68187|3.a.1.1.1	50.000	5.50e-107	343	98	STY3_bin_1_NODE_300_length_16217_cov_119.318	8344	7253
p68187	3.a.1.1.1	maltose	EX_cpd00179_e0	rxn05170,rxn08867,rxn09673	gnl|tc-db|p68187|3.a.1.1.1	50.000	5.50e-107	343	98	STY3_bin_1_NODE_300_length_16217_cov_119.318	8344	7253
p69874	3.a.1.11.1	putrescine		rxn05163,rxn09213,rxn11263	gnl|tc-db|p69874|3.a.1.11.1	50.459	3.27e-83	275	92	STY4_bin_1_NODE_177_length_30030_cov_539.334	16801	15830
